date,price,ma_small,ma_medium,ma_large,ma_slope,order_signal,portfolio_valuestop_loss
2003-04-08 09:00:00,882.5,0,0,0,0,0,10000,0
2003-04-08 13:00:00,881.5,0,0,0,0,0,10000,0
2003-04-08 17:00:00,879.4,0,0,0,0,0,10000,0
2003-04-09 05:00:00,873.4,0,0,0,0,0,10000,0
2003-04-09 09:00:00,878.2,0,0,0,0,0,10000,0
2003-04-09 13:00:00,870.2,0,0,0,0,0,10000,0
2003-04-09 17:00:00,867.7,0,0,0,0,0,10000,0
2003-04-10 05:00:00,868.1,0,0,0,0,0,10000,0
2003-04-10 09:00:00,869.4,0,0,0,0,0,10000,0
2003-04-10 13:00:00,868.4,0,0,0,0,0,10000,0
2003-04-10 17:00:00,873.1,0,0,0,0,0,10000,0
2003-04-11 05:00:00,873.6,0,0,0,0,0,10000,0
2003-04-11 09:00:00,880.9,0,0,0,0,0,10000,0
2003-04-11 13:00:00,869.9,0,0,0,0,0,10000,0
2003-04-11 17:00:00,869.6,0,0,0,0,0,10000,0
2003-04-14 05:00:00,871.3,0,0,0,0,0,10000,0
2003-04-14 09:00:00,872.6,0,0,0,0,0,10000,0
2003-04-14 13:00:00,881.9,0,0,0,0,0,10000,0
2003-04-14 17:00:00,886.6,0,0,0,0,0,10000,0
2003-04-15 05:00:00,888.6,0,0,0,0,0,10000,0
2003-04-15 09:00:00,887.3,0,0,0,0,0,10000,0
2003-04-15 13:00:00,890.6,0,0,0,0,0,10000,0
2003-04-15 17:00:00,894.6,0,0,0,0,0,10000,0
2003-04-16 05:00:00,901.1,0,0,0,0,0,10000,0
2003-04-16 09:00:00,898.8,0,0,0,0,0,10000,0
2003-04-16 13:00:00,887.3,0,0,0,0,0,10000,0
2003-04-16 17:00:00,880.1,0,0,0,0,0,10000,0
2003-04-17 05:00:00,882.8,0,0,0,0,0,10000,0
2003-04-17 09:00:00,881,0,0,0,0,0,10000,0
2003-04-17 13:00:00,889.3,0,0,0,0,0,10000,0
2003-04-17 17:00:00,893.1,0,0,0,0,0,10000,0
2003-04-21 05:00:00,894.5,0,0,0,0,0,10000,0
2003-04-21 09:00:00,893.5,0,0,0,0,0,10000,0
2003-04-21 13:00:00,891.5,0,0,0,0,0,10000,0
2003-04-21 17:00:00,894,0,0,0,0,0,10000,0
2003-04-22 05:00:00,891.5,0,0,0,0,0,10000,0
2003-04-22 09:00:00,889.5,0,0,0,0,0,10000,0
2003-04-22 13:00:00,904.5,0,0,0,0,0,10000,0
2003-04-22 17:00:00,911.5,0,0,0,0,0,10000,0
2003-04-23 05:00:00,912.7,0,0,0,0,0,10000,0
2003-04-23 09:00:00,912,0,0,0,0,0,10000,0
2003-04-23 13:00:00,919.7,0,0,0,0,0,10000,0
2003-04-23 17:00:00,919,0,0,0,0,0,10000,0
2003-04-24 05:00:00,916,0,0,0,0,0,10000,0
2003-04-24 09:00:00,913.2,0,0,0,0,0,10000,0
2003-04-24 13:00:00,910.2,0,0,0,0,0,10000,0
2003-04-24 17:00:00,910.7,0,0,0,0,0,10000,0
2003-04-25 05:00:00,908.7,0,0,0,0,0,10000,0
2003-04-25 09:00:00,911.2,0,0,0,0,0,10000,0
2003-04-25 13:00:00,899.9,0,0,0,0,0,10000,0
2003-04-25 17:00:00,899.2,0,0,0,0,0,10000,0
2003-04-28 05:00:00,901.1,0,0,0,0,0,10000,0
2003-04-28 09:00:00,902.6,0,0,0,0,0,10000,0
2003-04-28 13:00:00,914.1,0,0,0,0,0,10000,0
2003-04-28 17:00:00,914.6,0,0,0,0,0,10000,0
2003-04-29 05:00:00,917.4,0,0,0,0,0,10000,0
2003-04-29 09:00:00,917.6,0,0,0,0,0,10000,0
2003-04-29 13:00:00,914.9,0,0,0,0,0,10000,0
2003-04-29 17:00:00,917.9,0,0,0,0,0,10000,0
2003-04-30 05:00:00,916.6,0,0,0,0,0,10000,0
2003-04-30 09:00:00,915.1,0,0,0,0,0,10000,0
2003-04-30 13:00:00,917.4,0,0,0,0,0,10000,0
2003-04-30 17:00:00,916.9,0,0,0,0,0,10000,0
2003-05-01 05:00:00,914.4,0,0,0,0,0,10000,0
2003-05-01 09:00:00,913.9,0,0,0,0,0,10000,0
2003-05-01 13:00:00,905.8,0,0,0,0,0,10000,0
2003-05-02 05:00:00,916.8,0,0,0,0,0,10000,0
2003-05-02 09:00:00,915.3,0,0,0,0,0,10000,0
2003-05-02 13:00:00,926.1,0,0,0,0,0,10000,0
2003-05-02 17:00:00,928.3,0,0,0,0,0,10000,0
2003-05-05 05:00:00,932.5,0,0,0,0,0,10000,0
2003-05-05 09:00:00,932.8,0,0,0,0,0,10000,0
2003-05-05 13:00:00,929.8,0,0,0,0,0,10000,0
2003-05-05 17:00:00,927.3,0,0,0,0,0,10000,0
2003-05-06 05:00:00,928.3,0,0,0,0,0,10000,0
2003-05-06 09:00:00,927.5,0,0,0,0,0,10000,0
2003-05-06 13:00:00,936.5,0,0,0,0,0,10000,0
2003-05-06 17:00:00,935,0,0,0,0,0,10000,0
2003-05-07 05:00:00,932.5,0,0,0,0,0,10000,0
2003-05-07 09:00:00,932.3,0,0,0,0,0,10000,0
2003-05-07 13:00:00,934.3,0,0,0,0,0,10000,0
2003-05-07 17:00:00,930.3,0,0,0,0,0,10000,0
2003-05-08 05:00:00,927,0,0,0,0,0,10000,0
2003-05-08 09:00:00,923.5,0,0,0,0,0,10000,0
2003-05-08 13:00:00,921.7,0,0,0,0,0,10000,0
2003-05-08 17:00:00,921.5,0,0,0,0,0,10000,0
2003-05-09 05:00:00,921,0,0,0,0,0,10000,0
2003-05-09 09:00:00,924.2,0,0,0,0,0,10000,0
2003-05-09 13:00:00,932.7,0,0,0,0,0,10000,0
2003-05-09 17:00:00,933.2,0,0,0,0,0,10000,0
2003-05-12 05:00:00,932.4,0,0,0,0,0,10000,0
2003-05-12 09:00:00,931.4,0,0,0,0,0,10000,0
2003-05-12 13:00:00,944.4,0,0,0,0,0,10000,0
2003-05-12 17:00:00,944.9,0,0,0,0,0,10000,0
2003-05-13 05:00:00,941.2,0,0,0,0,0,10000,0
2003-05-13 09:00:00,940.9,0,0,0,0,0,10000,0
2003-05-13 13:00:00,946.7,0,0,0,0,0,10000,0
2003-05-13 17:00:00,943.9,0,0,0,0,0,10000,0
2003-05-14 05:00:00,943.6,0,0,0,0,0,10000,0
2003-05-14 09:00:00,946.9,0,0,0,0,0,10000,0
2003-05-14 13:00:00,939.1,0,0,0,0,0,10000,0
2003-05-14 17:00:00,941.4,0,0,0,0,0,10000,0
2003-05-15 05:00:00,938.9,0,0,0,0,0,10000,0
2003-05-15 09:00:00,944.9,0,0,0,0,0,10000,0
2003-05-15 13:00:00,942.6,0,0,0,0,0,10000,0
2003-05-15 17:00:00,947.1,0,0,0,0,0,10000,0
2003-05-16 05:00:00,947.4,0,0,0,0,0,10000,0
2003-05-16 09:00:00,943.6,0,0,0,0,0,10000,0
2003-05-16 13:00:00,944.9,0,0,0,0,0,10000,0
2003-05-16 17:00:00,944.4,0,0,0,0,0,10000,0
2003-05-19 05:00:00,936.3,0,0,0,0,0,10000,0
2003-05-19 09:00:00,938.6,0,0,0,0,0,10000,0
2003-05-19 13:00:00,924,0,0,0,0,0,10000,0
2003-05-19 17:00:00,922.3,0,0,0,0,0,10000,0
2003-05-20 05:00:00,922.8,0,0,0,0,0,10000,0
2003-05-20 09:00:00,924.5,0,0,0,0,0,10000,0
2003-05-20 13:00:00,923.5,0,0,0,0,0,10000,0
2003-05-20 17:00:00,920,0,0,0,0,0,10000,0
2003-05-21 05:00:00,918.3,0,0,0,0,0,10000,0
2003-05-21 09:00:00,916.5,0,0,0,0,0,10000,0
2003-05-21 13:00:00,923.3,0,0,0,0,0,10000,0
2003-05-21 17:00:00,922.5,0,0,0,0,0,10000,0
2003-05-22 05:00:00,925.3,0,0,0,0,0,10000,0
2003-05-22 09:00:00,925.3,0,0,0,0,0,10000,0
2003-05-22 13:00:00,931.3,0,0,0,0,0,10000,0
2003-05-22 17:00:00,931.3,0,0,0,0,0,10000,0
2003-05-23 05:00:00,931.5,0,0,0,0,0,10000,0
2003-05-23 09:00:00,930.5,0,0,0,0,0,10000,0
2003-05-23 13:00:00,934,0,0,0,0,0,10000,0
2003-05-23 17:00:00,933,0,0,0,0,0,10000,0
2003-05-26 05:00:00,934.4,0,0,0,0,0,10000,0
2003-05-26 09:00:00,934.7,0,0,0,0,0,10000,0
2003-05-26 13:00:00,935.4,0,0,0,0,0,10000,0
2003-05-27 05:00:00,928.7,0,0,0,0,0,10000,0
2003-05-27 09:00:00,927.7,0,0,0,0,0,10000,0
2003-05-27 13:00:00,945.4,0,0,0,0,0,10000,0
2003-05-27 17:00:00,949.7,0,0,0,0,0,10000,0
2003-05-28 05:00:00,954.9,0,0,0,0,0,10000,0
2003-05-28 09:00:00,953.9,0,0,0,0,0,10000,0
2003-05-28 13:00:00,954.7,0,0,0,0,0,10000,0
2003-05-28 17:00:00,952.1,0,0,0,0,0,10000,0
2003-05-29 05:00:00,954.9,0,0,0,0,0,10000,0
2003-05-29 09:00:00,955.4,0,0,0,0,0,10000,0
2003-05-29 13:00:00,955.6,0,0,0,0,0,10000,0
2003-05-29 17:00:00,949.4,0,0,0,0,0,10000,0
2003-05-30 05:00:00,953.4,0,0,0,0,0,10000,0
2003-05-30 09:00:00,953.4,0,0,0,0,0,10000,0
2003-05-30 13:00:00,962.4,0,0,0,0,0,10000,0
2003-05-30 17:00:00,965.4,0,0,0,0,0,10000,0
2003-06-02 05:00:00,968.6,0,0,0,0,0,10000,0
2003-06-02 09:00:00,971.3,0,0,0,0,0,10000,0
2003-06-02 13:00:00,976.1,0,0,0,0,0,10000,0
2003-06-02 17:00:00,968.8,0,0,0,0,0,10000,0
2003-06-03 05:00:00,965.6,0,0,0,0,0,10000,0
2003-06-03 09:00:00,967.8,0,0,0,0,0,10000,0
2003-06-03 13:00:00,968.3,0,0,0,0,0,10000,0
2003-06-03 17:00:00,972.5,0,0,0,0,0,10000,0
2003-06-04 05:00:00,973,0,0,0,0,0,10000,0
2003-06-04 09:00:00,972,0,0,0,0,0,10000,0
2003-06-04 13:00:00,980.8,0,0,0,0,0,10000,0
2003-06-04 17:00:00,986.8,0,0,0,0,0,10000,0
2003-06-05 05:00:00,982.8,0,0,0,0,0,10000,0
2003-06-05 09:00:00,980.8,0,0,0,0,0,10000,0
2003-06-05 13:00:00,987.8,0,0,0,0,0,10000,0
2003-06-05 17:00:00,991.5,0,0,0,0,0,10000,0
2003-06-06 05:00:00,993.8,0,0,0,0,0,10000,0
2003-06-06 09:00:00,999.3,0,0,0,0,0,10000,0
2003-06-06 13:00:00,991.5,0,0,0,0,0,10000,0
2003-06-06 17:00:00,988,0,0,0,0,0,10000,0
2003-06-09 05:00:00,990,0,0,0,0,0,10000,0
2003-06-09 09:00:00,981.7,0,0,0,0,0,10000,0
2003-06-09 13:00:00,977.7,0,0,0,0,0,10000,0
2003-06-09 17:00:00,977.7,0,0,0,0,0,10000,0
2003-06-10 05:00:00,979.9,0,0,0,0,0,10000,0
2003-06-10 09:00:00,980.9,0,0,0,0,0,10000,0
2003-06-10 13:00:00,981.9,0,0,0,0,0,10000,0
2003-06-10 17:00:00,987.2,0,0,0,0,0,10000,0
2003-06-11 05:00:00,987.9,0,0,0,0,0,10000,0
2003-06-11 09:00:00,986.7,0,0,0,0,0,10000,0
2003-06-11 13:00:00,989.4,0,0,0,0,0,10000,0
2003-06-11 17:00:00,997.4,0,0,0,0,0,10000,0
2003-06-12 05:00:00,1002.9,0,0,0,0,0,10000,0
2003-06-12 09:00:00,1003.4,0,0,0,0,0,10000,0
2003-06-12 13:00:00,998.9,0,0,0,0,0,10000,0
2003-06-12 17:00:00,1000.4,0,0,0,0,0,10000,0
2003-06-13 05:00:00,998.9,0,0,0,0,0,10000,0
2003-06-13 09:00:00,1001.4,0,0,0,0,0,10000,0
2003-06-13 13:00:00,988.1,0,0,0,0,0,10000,0
2003-06-13 17:00:00,989.9,0,0,0,0,0,10000,0
2003-06-16 05:00:00,987.1,0,0,0,0,0,10000,0
2003-06-16 09:00:00,993.6,0,0,0,0,0,10000,0
2003-06-16 13:00:00,1003.8,0,0,0,0,0,10000,0
2003-06-16 17:00:00,1010.8,0,0,0,0,0,10000,0
2003-06-17 05:00:00,1011.3,0,0,0,0,0,10000,0
2003-06-17 09:00:00,1016.1,0,0,0,0,0,10000,0
2003-06-17 13:00:00,1012.8,0,0,0,0,0,10000,0
2003-06-17 17:00:00,1011,0,0,0,0,0,10000,0
2003-06-18 05:00:00,1010.5,0,0,0,0,0,10000,0
2003-06-18 09:00:00,1008,0,0,0,0,0,10000,0
2003-06-18 13:00:00,1011.8,0,0,0,0,0,10000,0
2003-06-18 17:00:00,1009.3,0,0,0,0,0,10000,0
2003-06-19 05:00:00,1010.5,0,0,0,0,0,10000,0
2003-06-19 09:00:00,1011.8,0,0,0,0,0,10000,0
2003-06-19 13:00:00,1000.3,0,0,0,0,0,10000,0
2003-06-19 17:00:00,995.3,0,0,0,0,0,10000,0
2003-06-20 05:00:00,996.5,0,0,0,0,0,10000,0
2003-06-20 09:00:00,1001.3,0,0,0,0,0,10000,0
2003-06-20 13:00:00,1000.5,0,0,0,0,0,10000,0
2003-06-20 17:00:00,993,0,0,0,0,0,10000,0
2003-06-23 05:00:00,992.4,0,0,0,0,0,10000,0
2003-06-23 09:00:00,992.2,0,0,0,0,0,10000,0
2003-06-23 13:00:00,979.9,0,0,0,0,0,10000,0
2003-06-23 17:00:00,982.9,0,0,0,0,0,10000,0
2003-06-24 05:00:00,981.9,0,0,0,0,0,10000,0
2003-06-24 09:00:00,982.6,0,0,0,0,0,10000,0
2003-06-24 13:00:00,984.6,0,0,0,0,0,10000,0
2003-06-24 17:00:00,982.9,0,0,0,0,0,10000,0
2003-06-25 05:00:00,984.6,0,0,0,0,0,10000,0
2003-06-25 09:00:00,983.4,0,0,0,0,0,10000,0
2003-06-25 13:00:00,990.6,0,0,0,0,0,10000,0
2003-06-25 17:00:00,972.4,0,0,0,0,0,10000,0
2003-06-26 05:00:00,977.4,0,0,0,0,0,10000,0
2003-06-26 09:00:00,974.6,0,0,0,0,0,10000,0
2003-06-26 13:00:00,981.9,0,0,0,0,0,10000,0
2003-06-26 17:00:00,984.9,0,0,0,0,0,10000,0
2003-06-27 05:00:00,984.8,0,0,0,0,0,10000,0
2003-06-27 09:00:00,986.1,0,0,0,0,0,10000,0
2003-06-27 13:00:00,985.6,0,0,0,0,0,10000,0
2003-06-27 17:00:00,974.6,0,0,0,0,0,10000,0
2003-06-30 05:00:00,979,0,0,0,0,0,10000,0
2003-06-30 09:00:00,980,0,0,0,0,0,10000,0
2003-06-30 13:00:00,978.3,0,0,0,0,0,10000,0
2003-06-30 17:00:00,974.8,0,0,0,0,0,10000,0
2003-07-01 01:00:00,974,0,0,0,0,0,10000,0
2003-07-01 05:00:00,973.3,0,0,0,0,0,10000,0
2003-07-01 09:00:00,969.5,0,0,0,0,0,10000,0
2003-07-01 13:00:00,967.5,0,0,0,0,0,10000,0
2003-07-01 17:00:00,983.3,0,0,0,0,0,10000,0
2003-07-01 21:00:00,984,0,0,0,0,0,10000,0
2003-07-02 01:00:00,984.8,0,0,0,0,0,10000,0
2003-07-02 05:00:00,986.3,0,0,0,0,0,10000,0
2003-07-02 09:00:00,984.5,0,0,0,0,0,10000,0
2003-07-02 13:00:00,991,0,0,0,0,0,10000,0
2003-07-02 17:00:00,995,0,0,0,0,0,10000,0
2003-07-02 21:00:00,994.5,0,0,0,0,0,10000,0
2003-07-03 01:00:00,994,0,0,0,0,0,10000,0
2003-07-03 05:00:00,993,0,0,0,0,0,10000,0
2003-07-03 09:00:00,986.5,0,0,0,0,0,10000,0
2003-07-03 13:00:00,986,0,0,0,0,0,10000,0
2003-07-03 17:00:00,983.7,0,0,0,0,0,10000,0
2003-07-06 21:00:00,986.9,0,0,0,0,0,10000,0
2003-07-07 01:00:00,988.4,0,0,0,0,0,10000,0
2003-07-07 05:00:00,991.7,0,0,0,0,0,10000,0
2003-07-07 09:00:00,993.7,0,0,0,0,0,10000,0
2003-07-07 13:00:00,1002.9,0,0,0,0,0,10000,0
2003-07-07 17:00:00,1004.2,0,0,0,0,0,10000,0
2003-07-07 21:00:00,1003.4,0,0,0,0,0,10000,0
2003-07-08 01:00:00,1003.4,0,0,0,0,0,10000,0
2003-07-08 05:00:00,1005.2,0,0,0,0,0,10000,0
2003-07-08 09:00:00,1000.9,0,0,0,0,0,10000,0
2003-07-08 13:00:00,1004.7,0,0,0,0,0,10000,0
2003-07-08 17:00:00,1008.2,0,0,0,0,0,10000,0
2003-07-08 21:00:00,1007.6,0,0,0,0,0,10000,0
2003-07-09 01:00:00,1007.1,0,0,0,0,0,10000,0
2003-07-09 05:00:00,1005.4,0,0,0,0,0,10000,0
2003-07-09 09:00:00,1005.9,0,0,0,0,0,10000,0
2003-07-09 13:00:00,1001.4,0,0,0,0,0,10000,0
2003-07-09 17:00:00,1000.1,0,0,0,0,0,10000,0
2003-07-09 21:00:00,1000.1,0,0,0,0,0,10000,0
2003-07-10 01:00:00,1000.6,0,0,0,0,0,10000,0
2003-07-10 05:00:00,999.6,0,0,0,0,0,10000,0
2003-07-10 09:00:00,995.6,0,0,0,0,0,10000,0
2003-07-10 13:00:00,985.6,0,0,0,0,0,10000,0
2003-07-10 17:00:00,989.8,0,0,0,0,0,10000,0
2003-07-10 21:00:00,988.3,0,0,0,0,0,10000,0
2003-07-11 01:00:00,987.6,0,0,0,0,0,10000,0
2003-07-11 05:00:00,992.6,0,0,0,0,0,10000,0
2003-07-11 09:00:00,991.6,0,0,0,0,0,10000,0
2003-07-11 13:00:00,998.6,0,0,0,0,0,10000,0
2003-07-11 17:00:00,999.3,0,0,0,0,0,10000,0
2003-07-13 21:00:00,1000.8,0,0,0,0,0,10000,0
2003-07-14 01:00:00,1003.5,0,0,0,0,0,10000,0
2003-07-14 05:00:00,1002.5,0,0,0,0,0,10000,0
2003-07-14 09:00:00,1007,0,0,0,0,0,10000,0
2003-07-14 13:00:00,1012.5,0,0,0,0,0,10000,0
2003-07-14 17:00:00,1004.5,0,0,0,0,0,10000,0
2003-07-14 21:00:00,1004.5,0,0,0,0,0,10000,0
2003-07-15 01:00:00,1005,0,0,0,0,0,10000,0
2003-07-15 05:00:00,1006.3,0,0,0,0,0,10000,0
2003-07-15 09:00:00,1011.5,0,0,0,0,0,10000,0
2003-07-15 13:00:00,1001.5,0,0,0,0,0,10000,0
2003-07-15 17:00:00,1006.8,0,0,0,0,0,10000,0
2003-07-15 21:00:00,1004.8,0,0,0,0,0,10000,0
2003-07-16 01:00:00,1004,0,0,0,0,0,10000,0
2003-07-16 05:00:00,1005,0,0,0,0,0,10000,0
2003-07-16 09:00:00,1005.8,0,0,0,0,0,10000,0
2003-07-16 13:00:00,993,0,0,0,0,0,10000,0
2003-07-16 17:00:00,994.5,0,0,0,0,0,10000,0
2003-07-16 21:00:00,992.5,0,0,0,0,0,10000,0
2003-07-17 01:00:00,990.7,0,0,0,0,0,10000,0
2003-07-17 05:00:00,988,0,0,0,0,0,10000,0
2003-07-17 09:00:00,987.7,0,0,0,0,0,10000,0
2003-07-17 13:00:00,979.5,0,0,0,0,0,10000,0
2003-07-17 17:00:00,982.5,0,0,0,0,0,10000,0
2003-07-17 21:00:00,981.7,0,0,0,0,0,10000,0
2003-07-18 01:00:00,981.2,0,0,0,0,0,10000,0
2003-07-18 05:00:00,983.2,0,0,0,0,0,10000,0
2003-07-18 09:00:00,984.7,0,0,0,0,0,10000,0
2003-07-18 13:00:00,987.2,0,0,0,0,0,10000,0
2003-07-18 17:00:00,991.9,0,0,0,0,0,10000,0
2003-07-20 21:00:00,990.6,0,0,0,0,0,10000,0
2003-07-21 01:00:00,991.4,0,0,0,0,0,10000,0
2003-07-21 05:00:00,989.9,0,0,0,0,0,10000,0
2003-07-21 09:00:00,990.4,0,0,0,0,0,10000,0
2003-07-21 13:00:00,979.1,0,0,0,0,0,10000,0
2003-07-21 17:00:00,979.4,0,0,0,0,0,10000,0
2003-07-21 21:00:00,979.6,0,0,0,0,0,10000,0
2003-07-22 01:00:00,979.9,0,0,0,0,0,10000,0
2003-07-22 05:00:00,979.6,0,0,0,0,0,10000,0
2003-07-22 09:00:00,982.6,0,0,0,0,0,10000,0
2003-07-22 13:00:00,987.6,0,0,0,0,0,10000,0
2003-07-22 17:00:00,988.9,0,0,0,0,0,10000,0
2003-07-22 21:00:00,990.6,0,0,0,0,0,10000,0
2003-07-23 01:00:00,990.4,0,0,0,0,0,10000,0
2003-07-23 05:00:00,989.4,0,0,0,0,0,10000,0
2003-07-23 09:00:00,990.6,0,0,0,0,0,10000,0
2003-07-23 13:00:00,980.1,0,0,0,0,0,10000,0
2003-07-23 17:00:00,988.9,0,0,0,0,0,10000,0
2003-07-23 21:00:00,989.6,0,0,0,0,0,10000,0
2003-07-24 01:00:00,990.8,0,0,0,0,0,10000,0
2003-07-24 05:00:00,989.6,0,0,0,0,0,10000,0
2003-07-24 09:00:00,995.6,0,0,0,0,0,10000,0
2003-07-24 13:00:00,994.3,0,0,0,0,0,10000,0
2003-07-24 17:00:00,979.8,0,0,0,0,0,10000,0
2003-07-24 21:00:00,979.8,0,0,0,0,0,10000,0
2003-07-25 01:00:00,981.3,0,0,0,0,0,10000,0
2003-07-25 05:00:00,984.3,0,0,0,0,0,10000,0
2003-07-25 09:00:00,982.8,0,0,0,0,0,10000,0
2003-07-25 13:00:00,985.8,0,0,0,0,0,10000,0
2003-07-25 17:00:00,998.1,0,0,0,0,0,10000,0
2003-07-27 21:00:00,1001.3,0,0,0,0,0,10000,0
2003-07-28 01:00:00,1000.3,0,0,0,0,0,10000,0
2003-07-28 05:00:00,999.8,0,0,0,0,0,10000,0
2003-07-28 09:00:00,1000.3,0,0,0,0,0,10000,0
2003-07-28 13:00:00,995.5,0,0,0,0,0,10000,0
2003-07-28 17:00:00,995,0,0,0,0,0,10000,0
2003-07-28 21:00:00,995.3,0,0,0,0,0,10000,0
2003-07-29 01:00:00,994.8,0,0,0,0,0,10000,0
2003-07-29 05:00:00,997.3,0,0,0,0,0,10000,0
